#OTU_ID	BIOME110807	BIOME110803	BIOME111127	BIOME111123	BIOME109532	BIOME104803	BIOME109536	BIOME104766	BIOME104762	BIOME109020	BIOME109921	BIOME109028	BIOME110446	BIOME110442	BIOME109040	BIOME109048	BIOME111135	BIOME109528	BIOME104778	BIOME111226	BIOME109520	BIOME104770	BIOME109524	BIOME104774	BIOME110691	BIOME110510	BIOME110695	BIOME110514	BIOME110699	BIOME109913	BIOME110518	BIOME109917	BIOME109036	BIOME110450	BIOME109032	BIOME110454	BIOME110921	BIOME110458	BIOME111300	BIOME111304	BIOME111147	BIOME111143	BIOME111256	BIOME109516	BIOME109299	BIOME109291	BIOME109287	BIOME110426	BIOME110819	BIOME110422	BIOME109864	BIOME110811	BIOME109860	BIOME110815	BIOME111151	BIOME109872	BIOME104795	BIOME109876	BIOME104791	BIOME110867	BIOME110438	BIOME111272	BIOME109575	BIOME110482	BIOME109571	BIOME110522	BIOME109884	BIOME110526	BIOME109880	BIOME110879	BIOME110875	BIOME110871	BIOME111264	BIOME111260	BIOME109868	BIOME109567	BIOME109583	BIOME110799	BIOME109587	BIOME110719	BIOME110847	BIOME110715	BIOME110711	BIOME109950	BIOME109307	BIOME109303	BIOME109551	BIOME109555	BIOME111107	BIOME109942	BIOME110703	BIOME109946	BIOME110707	BIOME109007	BIOME110462	BIOME109004	BIOME110913	BIOME110466	BIOME109701	BIOME111131	BIOME109705	BIOME109709	BIOME109544	BIOME109540	BIOME111111	BIOME111115	BIOME111222	BIOME104758	BIOME109934	BIOME110909	BIOME109016	BIOME110901	BIOME109938
Lactobacillus_helveticus	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	18	0	1	0	0	0	14	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0
Klebsiella_sp.4-1-44FAA	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
Veillonella_sp.3-1-44	0	0	0	0	0	0	8	0	1	0	0	2	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	57	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	3	0	0	0	1	0	0
Oenococcus_oeni	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus_catus	28	66	24	28	11	51	3	84	82	82	6	7	8	3	129	10	145	8	7	10	6	181	124	13	5	9	17	165	169	21	2	9	12	71	7	21	237	10	4	8	22	8	17	29	27	8	85	0	0	94	123	13	33	40	1	9	23	8	14	12	4	9	6	47	8	13	12	8	9	9	5	29	35	9	0	233	9	9	167	5	30	4	3	40	3	11	58	13	19	35	21	17	3	74	48	77	34	101	23	77	0	6	183	1	98	33	8	90	5	194	11	28	19
Veillonella_parvula	0	0	0	0	0	0	29	0	1	0	0	4	0	0	0	0	1	0	0	14	1	5	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	1	0	0	0	0	0	0	0	0	0	0	149	0	20	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	12	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0
Corynebacterium_accolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_	0	183	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	87	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
Listeria_innocua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rahnella_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacterium_cf.prausnitziiKLE1255	55	10	21	23	11	11	37	1911	1025	594	5	14	1084	431	446	261	173	3	466	48	9	550	1178	55	356	129	41	159	109	14	428	22	11	21	12	2	21	1	358	5	33	6	623	27	20	376	604	2	1	738	257	295	117	25	5	1	9	12	34	35	45	5	0	51	5	44	12	77	5	3	430	510	16	5	0	134	12	11	96	129	5	0	8	16	16	163	341	410	269	5	133	5	3	440	2	645	10	1273	15	129	13	0	77	10	51	92	1194	1218	10	355	36	15	1
Clostridium_citroniae	4	15	15	6	8	7	4	22	2	2	18	4	4	4	22	24	2	43	50	56	8	15	5	17	7	5	7	2	0	4	41	1	22	4	4	15	10	25	22	9	14	29	23	11	1	9	8	0	0	3	3	23	5	1	3	3	6	1	28	4	3	16	9	3	9	5	1	8	3	10	3	8	2	40	0	11	10	11	14	39	3	0	1	0	0	7	6	62	12	9	6	3	5	0	5	5	0	4	3	0	4	8	11	0	5	3	6	4	6	2	6	38	2
Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	33	1	0	0	6	0	12	3	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Subdoligranulum_	1	1	1	4	5	0	2	0	2	2	41	0	0	0	2	1	8	7	1	2	2	1	4	16	2	1	2	1	11	1	29	0	4	4	2	1	4	13	3	0	0	35	0	1	1	9	2	1	0	10	3	12	1	1	1	0	1	0	3	1	3	0	2	3	2	5	4	3	1	1	2	3	5	10	0	3	0	3	5	1	4	0	1	0	2	0	2	0	0	7	0	2	4	2	1	3	1	3	3	4	1	0	2	0	0	9	0	0	1	8	0	7	5
Enterococcus_saccharolyticus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_georgiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecium	1	1	5	12	13	7	2	1	0	0	1	3	2	2	0	6	1	8	2	10	1	0	2	2	15	2	3	2	0	3	0	4	4	1	3	0	0	2	0	3	5	3	6	6	8	17	0	1	1	11	0	3	1	10	0	0	15	1	12	1	0	2	0	2	6	0	3	1	2	1	0	2	4	1	0	2	8	0	4	1	1	1	1	1	0	3	3	17	1	3	0	2	5	3	3	4	1	0	1	1	0	0	1	2	0	3	1	1	4	5	0	2	0
Coprobacillus_sp.29-1	2	25	3	3	1	23	2	9	5	1	24	0	4	0	15	14	3	2	11	28	1	18	0	12	2	2	2	16	42	15	123	3	2	2	3	2	7	1	9	0	2	0	2	6	1	9	4	0	0	2	8	13	2	0	0	0	3	2	3	4	18	0	6	13	1	1	13	1	9	7	0	5	11	3	0	21	2	1	14	0	7	3	1	2	4	12	2	10	1	10	2	9	9	1	30	3	3	8	10	3	1	6	18	0	12	6	2	2	2	7	4	15	7
Pseudoflavonifractor_capillosus	10	8	1	1	3	6	44	2	7	19	14	5	5	7	2	10	28	12	7	6	7	1	14	6	14	2	19	1	6	9	85	0	6	0	10	8	14	19	25	1	13	41	9	14	12	48	5	8	14	8	16	54	9	31	44	2	3	8	7	0	27	2	15	9	4	17	5	3	15	5	11	4	18	10	0	1	5	6	5	5	5	0	37	0	0	6	9	7	8	9	10	7	6	6	3	14	2	7	14	23	34	1	4	28	5	14	3	12	2	20	8	12	2
Prevotella_stercorea	0	0	0	0	0	2	4	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	11	0	0	10	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	3	0	0	1	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	6	1	1	0	0	360	0	0	0	0	0	0	0	2	0	4	1	2	0	0	1	0	5	0	0	0	1	1	1	0
Streptococcus_equi	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ethanoligenens_harbinense	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sutterella_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia_	23	12	2	4	22	4	16	10	2	6	4	2	1	3	40	11	17	6	15	27	7	57	9	5	5	20	6	14	5	4	3	1	45	2	2	34	6	6	14	4	3	8	18	6	2	3	5	1	1	12	12	8	12	2	4	2	18	2	11	2	1	21	1	10	12	9	1	7	10	5	1	5	20	6	0	30	8	6	35	0	6	0	2	5	2	0	3	21	13	4	4	5	1	17	11	2	3	14	7	9	7	3	14	3	4	8	17	12	4	9	6	14	2
Ruminococcus_bromii	1608	4	6	7	937	3062	4	1	239	1	15	289	7	2	1	57	650	10	30	793	476	0	3	12	525	0	410	1	3	561	2	146	574	742	128	23	1401	8	1	0	71	2	1	189	2	0	2	0	1	12	10	0	947	19	0	1	705	2	471	0	1159	7	501	2265	1001	916	1187	10	950	1936	5	7	733	1091	0	0	482	358	2	0	1651	0	0	1429	0	0	15	18	385	3	5	352	1611	5	0	454	129	2	12	146	0	1	1	2	417	1383	259	422	902	393	295	5	1
Bacteroides_barnesiae	1	0	0	0	1	3	0	12	0	8	3	0	0	0	6	0	0	2	2	0	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	2	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	7	0	0	1	8	1	0	1	0	0	9	1	1	0	0	1	0	6	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	1	0	1	2	1	0	0	0	0	0	0
Escherichia_sp.1-1-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella_confusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Escherichia_	0	105	119	4	0	0	20	2	5	0	103	2	0	0	0	1	2	331	41	84	0	0	1	68	133	0	46	1	16	0	0	353	55	0	20	111	140	7	1	1	261	26	8501	162	43	0	228	11	7	28	1	4	0	441	9	890	0	9128	0	879	0	54	0	0	0	0	23	96	0	0	3901	109	0	274	0	0	0	13	0	2	0	0	115	0	0	50	4	1	0	0	6830	269	0	3	32	0	0	16	0	0	22	17	0	12	161	0	0	0	0	5	73	0	3
Clostridium_sp.7-2-43FAA	0	0	0	1	2	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	1	0	0	6	0	4	0	0	0	0	4	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0
Escherichia_sp.TW09308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonia_intracellularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Bacillus_acidiproducens	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dialister_invisus	0	0	0	0	0	0	0	3	2212	399	0	1635	688	591	0	0	0	0	0	816	3306	0	3275	0	1307	0	1722	0	277	745	0	1281	0	0	3221	0	411	0	0	764	567	1	0	691	326	0	383	0	0	1153	919	0	1	1381	1	1	0	1	0	383	0	0	1	0	0	1	0	0	0	0	8	3479	1	0	0	0	1	52	0	250	0	1	0	1	0	448	2228	0	785	0	0	0	0	1776	0	2065	222	973	0	0	0	407	0	0	105	0	937	2853	0	508	5109	0	0
Shuttleworthia_satelles	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shimwellia_blattae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacillus_evryensis	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis	1	0	1	2	0	0	5	0	0	0	1	0	1	0	0	22	1	1244	4	0	0	0	2	3	0	1	0	1	2	0	10	0	0	0	0	3	0	2	2	0	0	0	0	0	0	5	0	1	1	0	4	7	0	1	2	0	0	0	0	0	2	0	3	0	3	2	0	35	1	0	0	0	0	2	0	0	2	1	0	1	1	0	1	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0
Clostridium_scindens	15	3	0	1	3	4	1	1	1	0	1	0	6	2	18	1	1	6	0	0	2	13	0	6	0	1	3	9	2	2	1	0	1	2	1	7	3	24	0	2	0	11	0	2	2	3	0	0	0	1	0	0	3	1	1	7	2	1	3	3	0	5	3	2	2	14	39	0	0	3	0	5	1	12	0	16	1	1	13	24	1	0	0	0	1	0	2	0	1	5	0	2	22	0	16	0	0	1	0	0	2	10	12	0	0	0	0	0	11	1	2	1	4
Peptoniphilus_asaccharolyticus	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
Ruminococcus_sp.5-1-39BFAA	1832	330	2147	9420	5077	10742	130	2224	426	1747	804	5465	2077	401	4714	6143	501	2144	3877	2516	3474	7295	419	5285	1523	1064	5477	3356	4187	4498	116	1698	2429	122	2337	16544	1006	3557	568	3478	2613	4005	1579	2463	4493	114	1238	0	1	621	2883	630	2019	3450	2	10709	11029	1026	5500	4141	1386	8303	172	3979	3919	439	977	1161	91	1307	1254	4849	616	2014	0	3954	4727	3324	5789	1741	434	2	6	2424	513	481	308	3546	1280	25	2845	61	911	313	87	830	352	1273	559	796	1	5984	5565	18	3662	1100	463	608	389	2616	3886	35	14
Lactobacillus_paracasei	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_hylemonae	3	65	0	1	0	36	1	1	0	0	1	5	2	0	1	1	0	0	0	0	2	0	0	0	2	0	8	0	19	1	2	0	0	9	8	0	0	0	0	0	2	0	0	4	2	2	1	0	0	3	0	5	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	0	6	0	0	0	0	2	0	1	2	0	0	0	1	1	1	0	2	0	0	8	1	0	183	0	1	0	0	0	0	0	0	0	14	0	0	1	0	2	3	2	1
Megasphaera_genomosp.	0	1	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	3	1	3	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	2	1
Desulfovibrio_sp.3-1-syn3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus_torques	47	1258	54	112	271	1241	142	148	71	432	14	30	671	108	607	42	158	62	31	70	23	557	78	27	11	415	128	500	1256	33	60	2	141	706	21	33	144	28	46	245	17	18	509	18	16	34	373	7	13	192	730	131	485	21	29	54	458	461	311	640	31	19	27	797	211	37	25	18	221	34	291	371	259	40	0	1255	193	83	1225	197	689	5	38	637	169	8	49	40	412	57	812	488	53	50	1362	95	109	347	353	160	55	28	524	56	933	808	43	106	13	346	44	54	19
Paraprevotella_xylaniphila	1	0	0	0	0	7	0	8	0	2	3	2	1	4	4	0	1	0	1	0	0	0	1	1	13	1	2	0	1	0	1	0	0	1	3	0	0	1	1	0	0	1	0	2	0	3	1	0	0	1	0	14	0	0	1	0	0	0	0	0	23	1	0	0	4	1	0	1	0	0	0	2	0	3	0	0	0	1	0	4	0	1	0	0	0	4	0	1	2	18	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	15	7	2
Alistipes_putredinis	143	143	5	1	299	20	1214	4	740	1436	595	0	0	637	0	349	1126	245	436	12	1	4	1201	82	2	528	4	3	310	3	23	0	429	104	1	1	275	1	21	110	3	0	3	0	0	173	1597	22	45	2225	236	179	67	0	553	0	552	0	1362	112	3	0	3	137	118	720	131	130	423	36	0	1129	320	60	0	1	589	20	3	3	167	20	170	72	200	1	1399	217	394	328	0	113	122	456	43	859	117	802	1098	851	330	0	1	631	517	427	0	779	161	1285	2	735	59
Atopobium_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprococcus_	68	3	2	10	2	66	1	4	398	2	7	4	5	1	4	6	1	2	1	0	1	2	245	3	1	1	0	2	2	4	2	0	0	0	1	5	12	3	1	7	1	1	2	1	3	0	3	0	0	117	1	1	2	1	0	1	1	1	3	2	2	4	0	4	1	22	6	0	2	3	0	2	4	6	0	3	1	1	7	2	3	1	0	6	1	1	332	6	2	3	2	4	5	250	2	171	0	5	3	5	1	3	2	1	1	5	1	192	1	4	1	0	2
Clostridiales_genomosp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_nexile	35	62	43	57	41	41	39	19	22	10	70	391	14	7	27	164	62	516	86	95	183	31	26	203	1481	17	390	33	25	386	31	7	27	108	173	73	81	20	161	23	306	18	19	272	160	41	20	0	4	33	24	47	30	118	14	58	56	153	73	21	34	31	12	45	59	15	44	61	34	20	5	34	76	37	0	28	30	248	39	6	23	1	10	42	8	266	17	185	47	25	19	22	30	14	47	19	5	12	43	54	6	24	31	4	17	29	18	20	13	27	331	31	15
